motif_id,peak
M03988,chr8:138062097-138062908
M04003,chr8:138062097-138062908
M04056,chr8:138062097-138062908
M04100,chr8:138062097-138062908
M04106,chr8:138062097-138062908
M04107,chr8:138062097-138062908
M04108,chr8:138062097-138062908
M04431,chr8:138062097-138062908
M04432,chr8:138062097-138062908
M04630,chr8:138062097-138062908
M04633,chr8:138062097-138062908
M04924,chr8:138062097-138062908
M05489,chr8:138062097-138062908
M05603,chr8:138062097-138062908
M05713,chr8:138062097-138062908
M05714,chr8:138062097-138062908
M05946,chr8:138062097-138062908
M05962,chr8:138062097-138062908
M06019,chr8:138062097-138062908
M06021,chr8:138062097-138062908
M06042,chr8:138062097-138062908
M06043,chr8:138062097-138062908
M06044,chr8:138062097-138062908
M06048,chr8:138062097-138062908
M06049,chr8:138062097-138062908
M06051,chr8:138062097-138062908
M06084,chr8:138062097-138062908
M06946,chr8:138062097-138062908
M06950,chr8:138062097-138062908
M07046,chr8:138062097-138062908
M07088,chr8:138062097-138062908
M07089,chr8:138062097-138062908
M07124,chr8:138062097-138062908
M07128,chr8:138062097-138062908
M07207,chr8:138062097-138062908
M07242,chr8:138062097-138062908
M07260,chr8:138062097-138062908
M07276,chr8:138062097-138062908
M07284,chr8:138062097-138062908
M07292,chr8:138062097-138062908
M07305,chr8:138062097-138062908
M07344,chr8:138062097-138062908
M07345,chr8:138062097-138062908
M07351,chr8:138062097-138062908
M07357,chr8:138062097-138062908
M07382,chr8:138062097-138062908
M07411,chr8:138062097-138062908
M07433,chr8:138062097-138062908
M07604,chr8:138062097-138062908
M07605,chr8:138062097-138062908
M07968,chr8:138062097-138062908
M07969,chr8:138062097-138062908
M08008,chr8:138062097-138062908
M08281,chr8:138062097-138062908
M08282,chr8:138062097-138062908
M08283,chr8:138062097-138062908
M08284,chr8:138062097-138062908
M08285,chr8:138062097-138062908
M08289,chr8:138062097-138062908
M08445,chr8:138062097-138062908
M08468,chr8:138062097-138062908
M08469,chr8:138062097-138062908
M08470,chr8:138062097-138062908
M08471,chr8:138062097-138062908
M08472,chr8:138062097-138062908
M08481,chr8:138062097-138062908
M08487,chr8:138062097-138062908
M08510,chr8:138062097-138062908
M08574,chr8:138062097-138062908
M08637,chr8:138062097-138062908
M08656,chr8:138062097-138062908
M08741,chr8:138062097-138062908
M08766,chr8:138062097-138062908
M08785,chr8:138062097-138062908
M08792,chr8:138062097-138062908
M08794,chr8:138062097-138062908
M08835,chr8:138062097-138062908
M08865,chr8:138062097-138062908
M08866,chr8:138062097-138062908
M08880,chr8:138062097-138062908
M08881,chr8:138062097-138062908
M08899,chr8:138062097-138062908
M08902,chr8:138062097-138062908
M08913,chr8:138062097-138062908
M08948,chr8:138062097-138062908
M08975,chr8:138062097-138062908
M09275,chr8:138062097-138062908
M09608,chr8:138062097-138062908
M09613,chr8:138062097-138062908
M09653,chr8:138062097-138062908
M09679,chr8:138062097-138062908
M09685,chr8:138062097-138062908
M09885,chr8:138062097-138062908
M09907,chr8:138062097-138062908
M09920,chr8:138062097-138062908
M09975,chr8:138062097-138062908
M10052,chr8:138062097-138062908
M10053,chr8:138062097-138062908
M10091,chr8:138062097-138062908
M10198,chr8:138062097-138062908
M10222,chr8:138062097-138062908
M10234,chr8:138062097-138062908
M10281,chr8:138062097-138062908
M10348,chr8:138062097-138062908
M10360,chr8:138062097-138062908
M00011,chr8:16512969-16513304
M00078,chr8:16512969-16513304
M00080,chr8:16512969-16513304
M00081,chr8:16512969-16513304
M00086,chr8:16512969-16513304
M00087,chr8:16512969-16513304
M00088,chr8:16512969-16513304
M00141,chr8:16512969-16513304
M00261,chr8:16512969-16513304
M00271,chr8:16512969-16513304
M00448,chr8:16512969-16513304
M00616,chr8:16512969-16513304
M00639,chr8:16512969-16513304
M00679,chr8:16512969-16513304
M00731,chr8:16512969-16513304
M00751,chr8:16512969-16513304
M00769,chr8:16512969-16513304
M00805,chr8:16512969-16513304
M00975,chr8:16512969-16513304
M00978,chr8:16512969-16513304
M00984,chr8:16512969-16513304
M01014,chr8:16512969-16513304
M01022,chr8:16512969-16513304
M01037,chr8:16512969-16513304
M01080,chr8:16512969-16513304
M01169,chr8:16512969-16513304
M01231,chr8:16512969-16513304
M01596,chr8:16512969-16513304
M01657,chr8:16512969-16513304
M01658,chr8:16512969-16513304
M01704,chr8:16512969-16513304
M01809,chr8:16512969-16513304
M01856,chr8:16512969-16513304
M02002,chr8:16512969-16513304
M02019,chr8:16512969-16513304
M02084,chr8:16512969-16513304
M02267,chr8:16512969-16513304
M02371,chr8:16512969-16513304
M02774,chr8:16512969-16513304
M02893,chr8:16512969-16513304
M03155,chr8:16512969-16513304
M03794,chr8:16512969-16513304
M03829,chr8:16512969-16513304
M03857,chr8:16512969-16513304
M03888,chr8:16512969-16513304
M03930,chr8:16512969-16513304
M03955,chr8:16512969-16513304
M03976,chr8:16512969-16513304
M03989,chr8:16512969-16513304
M04003,chr8:16512969-16513304
M04107,chr8:16512969-16513304
M04108,chr8:16512969-16513304
M04630,chr8:16512969-16513304
M04633,chr8:16512969-16513304
M04729,chr8:16512969-16513304
M04924,chr8:16512969-16513304
M05489,chr8:16512969-16513304
M05603,chr8:16512969-16513304
M05713,chr8:16512969-16513304
M05946,chr8:16512969-16513304
M06019,chr8:16512969-16513304
M06042,chr8:16512969-16513304
M06043,chr8:16512969-16513304
M06049,chr8:16512969-16513304
M06051,chr8:16512969-16513304
M06084,chr8:16512969-16513304
M06946,chr8:16512969-16513304
M07046,chr8:16512969-16513304
M07124,chr8:16512969-16513304
M07128,chr8:16512969-16513304
M07207,chr8:16512969-16513304
M07242,chr8:16512969-16513304
M07260,chr8:16512969-16513304
M07276,chr8:16512969-16513304
M07292,chr8:16512969-16513304
M07305,chr8:16512969-16513304
M07357,chr8:16512969-16513304
M07411,chr8:16512969-16513304
M07433,chr8:16512969-16513304
M07604,chr8:16512969-16513304
M07605,chr8:16512969-16513304
M07969,chr8:16512969-16513304
M08281,chr8:16512969-16513304
M08282,chr8:16512969-16513304
M08283,chr8:16512969-16513304
M08285,chr8:16512969-16513304
M08445,chr8:16512969-16513304
M08470,chr8:16512969-16513304
M08471,chr8:16512969-16513304
M08481,chr8:16512969-16513304
M08487,chr8:16512969-16513304
M08637,chr8:16512969-16513304
M08656,chr8:16512969-16513304
M08741,chr8:16512969-16513304
M08766,chr8:16512969-16513304
M08785,chr8:16512969-16513304
M08793,chr8:16512969-16513304
M08865,chr8:16512969-16513304
M08866,chr8:16512969-16513304
M08899,chr8:16512969-16513304
M08902,chr8:16512969-16513304
M08948,chr8:16512969-16513304
M08975,chr8:16512969-16513304
M09598,chr8:16512969-16513304
M09653,chr8:16512969-16513304
M09679,chr8:16512969-16513304
M09949,chr8:16512969-16513304
M09975,chr8:16512969-16513304
M10052,chr8:16512969-16513304
M10053,chr8:16512969-16513304
M10091,chr8:16512969-16513304
M10198,chr8:16512969-16513304
M10234,chr8:16512969-16513304
M10262,chr8:16512969-16513304
M10281,chr8:16512969-16513304
M10348,chr8:16512969-16513304
M10360,chr8:16512969-16513304
M00078,chr8:17800114-17801827
M00080,chr8:17800114-17801827
M00081,chr8:17800114-17801827
M00082,chr8:17800114-17801827
M00086,chr8:17800114-17801827
M00087,chr8:17800114-17801827
M00088,chr8:17800114-17801827
M00141,chr8:17800114-17801827
M00261,chr8:17800114-17801827
M00271,chr8:17800114-17801827
M00448,chr8:17800114-17801827
M00616,chr8:17800114-17801827
M00639,chr8:17800114-17801827
M00679,chr8:17800114-17801827
M00751,chr8:17800114-17801827
M00769,chr8:17800114-17801827
M00771,chr8:17800114-17801827
M00805,chr8:17800114-17801827
M00971,chr8:17800114-17801827
M00975,chr8:17800114-17801827
M00977,chr8:17800114-17801827
M00978,chr8:17800114-17801827
M01014,chr8:17800114-17801827
M01022,chr8:17800114-17801827
M01037,chr8:17800114-17801827
M01079,chr8:17800114-17801827
M01080,chr8:17800114-17801827
M01169,chr8:17800114-17801827
M01208,chr8:17800114-17801827
M01231,chr8:17800114-17801827
M01262,chr8:17800114-17801827
M01348,chr8:17800114-17801827
M01596,chr8:17800114-17801827
M01657,chr8:17800114-17801827
M01658,chr8:17800114-17801827
M01704,chr8:17800114-17801827
M01752,chr8:17800114-17801827
M01809,chr8:17800114-17801827
M01856,chr8:17800114-17801827
M01871,chr8:17800114-17801827
M01892,chr8:17800114-17801827
M01985,chr8:17800114-17801827
M02002,chr8:17800114-17801827
M02019,chr8:17800114-17801827
M02038,chr8:17800114-17801827
M02062,chr8:17800114-17801827
M02073,chr8:17800114-17801827
M02084,chr8:17800114-17801827
M02267,chr8:17800114-17801827
M02371,chr8:17800114-17801827
M02774,chr8:17800114-17801827
M02789,chr8:17800114-17801827
M02835,chr8:17800114-17801827
M02878,chr8:17800114-17801827
M02893,chr8:17800114-17801827
M02939,chr8:17800114-17801827
M03155,chr8:17800114-17801827
M03560,chr8:17800114-17801827
M03794,chr8:17800114-17801827
M03829,chr8:17800114-17801827
M03857,chr8:17800114-17801827
M03888,chr8:17800114-17801827
M03905,chr8:17800114-17801827
M03930,chr8:17800114-17801827
M03955,chr8:17800114-17801827
M03964,chr8:17800114-17801827
M03975,chr8:17800114-17801827
M03976,chr8:17800114-17801827
M03988,chr8:17800114-17801827
M03989,chr8:17800114-17801827
M04003,chr8:17800114-17801827
M04056,chr8:17800114-17801827
M04099,chr8:17800114-17801827
M04100,chr8:17800114-17801827
M04106,chr8:17800114-17801827
M04107,chr8:17800114-17801827
M04108,chr8:17800114-17801827
M04431,chr8:17800114-17801827
M04432,chr8:17800114-17801827
M04630,chr8:17800114-17801827
M04633,chr8:17800114-17801827
M04729,chr8:17800114-17801827
M04924,chr8:17800114-17801827
M05489,chr8:17800114-17801827
M05603,chr8:17800114-17801827
M05713,chr8:17800114-17801827
M05714,chr8:17800114-17801827
M05962,chr8:17800114-17801827
M06019,chr8:17800114-17801827
M06021,chr8:17800114-17801827
M06043,chr8:17800114-17801827
M06044,chr8:17800114-17801827
M06048,chr8:17800114-17801827
M06049,chr8:17800114-17801827
M06051,chr8:17800114-17801827
M06084,chr8:17800114-17801827
M06946,chr8:17800114-17801827
M06950,chr8:17800114-17801827
M07046,chr8:17800114-17801827
M07088,chr8:17800114-17801827
M07089,chr8:17800114-17801827
M07124,chr8:17800114-17801827
M07128,chr8:17800114-17801827
M07207,chr8:17800114-17801827
M07242,chr8:17800114-17801827
M07260,chr8:17800114-17801827
M07276,chr8:17800114-17801827
M07284,chr8:17800114-17801827
M07292,chr8:17800114-17801827
M07305,chr8:17800114-17801827
M07344,chr8:17800114-17801827
M07345,chr8:17800114-17801827
M07351,chr8:17800114-17801827
M07357,chr8:17800114-17801827
M07382,chr8:17800114-17801827
M07411,chr8:17800114-17801827
M07433,chr8:17800114-17801827
M07605,chr8:17800114-17801827
M07968,chr8:17800114-17801827
M07969,chr8:17800114-17801827
M08008,chr8:17800114-17801827
M08281,chr8:17800114-17801827
M08282,chr8:17800114-17801827
M08283,chr8:17800114-17801827
M08284,chr8:17800114-17801827
M08285,chr8:17800114-17801827
M08289,chr8:17800114-17801827
M08445,chr8:17800114-17801827
M08468,chr8:17800114-17801827
M08469,chr8:17800114-17801827
M08470,chr8:17800114-17801827
M08471,chr8:17800114-17801827
M08472,chr8:17800114-17801827
M08481,chr8:17800114-17801827
M08487,chr8:17800114-17801827
M08510,chr8:17800114-17801827
M08637,chr8:17800114-17801827
M08656,chr8:17800114-17801827
M08741,chr8:17800114-17801827
M08766,chr8:17800114-17801827
M08785,chr8:17800114-17801827
M08792,chr8:17800114-17801827
M08793,chr8:17800114-17801827
M08794,chr8:17800114-17801827
M08835,chr8:17800114-17801827
M08865,chr8:17800114-17801827
M08866,chr8:17800114-17801827
M08880,chr8:17800114-17801827
M08881,chr8:17800114-17801827
M08899,chr8:17800114-17801827
M08902,chr8:17800114-17801827
M08913,chr8:17800114-17801827
M08948,chr8:17800114-17801827
M08975,chr8:17800114-17801827
M09275,chr8:17800114-17801827
M09598,chr8:17800114-17801827
M09608,chr8:17800114-17801827
M09613,chr8:17800114-17801827
M09653,chr8:17800114-17801827
M09679,chr8:17800114-17801827
M09685,chr8:17800114-17801827
M09885,chr8:17800114-17801827
M09907,chr8:17800114-17801827
M09920,chr8:17800114-17801827
M09949,chr8:17800114-17801827
M09975,chr8:17800114-17801827
M10052,chr8:17800114-17801827
M10053,chr8:17800114-17801827
M10091,chr8:17800114-17801827
M10198,chr8:17800114-17801827
M10222,chr8:17800114-17801827
M10234,chr8:17800114-17801827
M10262,chr8:17800114-17801827
M10281,chr8:17800114-17801827
M10348,chr8:17800114-17801827
M10360,chr8:17800114-17801827
M00011,chr8:19081000-19081349
M00078,chr8:19081000-19081349
M00079,chr8:19081000-19081349
M00080,chr8:19081000-19081349
M00081,chr8:19081000-19081349
M00082,chr8:19081000-19081349
M00086,chr8:19081000-19081349
M00087,chr8:19081000-19081349
M00141,chr8:19081000-19081349
M00261,chr8:19081000-19081349
M00271,chr8:19081000-19081349
M00448,chr8:19081000-19081349
M00639,chr8:19081000-19081349
M00679,chr8:19081000-19081349
M00731,chr8:19081000-19081349
M00751,chr8:19081000-19081349
M00769,chr8:19081000-19081349
M00771,chr8:19081000-19081349
M00971,chr8:19081000-19081349
M00975,chr8:19081000-19081349
M00977,chr8:19081000-19081349
M00978,chr8:19081000-19081349
M00984,chr8:19081000-19081349
M01037,chr8:19081000-19081349
M01080,chr8:19081000-19081349
M01169,chr8:19081000-19081349
M01231,chr8:19081000-19081349
M01262,chr8:19081000-19081349
M01596,chr8:19081000-19081349
M01657,chr8:19081000-19081349
M01658,chr8:19081000-19081349
M01704,chr8:19081000-19081349
M01856,chr8:19081000-19081349
M01871,chr8:19081000-19081349
M02019,chr8:19081000-19081349
M02084,chr8:19081000-19081349
M02267,chr8:19081000-19081349
M02774,chr8:19081000-19081349
M02835,chr8:19081000-19081349
M02893,chr8:19081000-19081349
M02939,chr8:19081000-19081349
M03155,chr8:19081000-19081349
M03794,chr8:19081000-19081349
M03905,chr8:19081000-19081349
M03930,chr8:19081000-19081349
M03964,chr8:19081000-19081349
M04003,chr8:19081000-19081349
M04107,chr8:19081000-19081349
M04431,chr8:19081000-19081349
M04630,chr8:19081000-19081349
M04633,chr8:19081000-19081349
M04729,chr8:19081000-19081349
M04924,chr8:19081000-19081349
M05489,chr8:19081000-19081349
M05603,chr8:19081000-19081349
M05713,chr8:19081000-19081349
M05714,chr8:19081000-19081349
M05946,chr8:19081000-19081349
M05962,chr8:19081000-19081349
M06019,chr8:19081000-19081349
M06021,chr8:19081000-19081349
M06042,chr8:19081000-19081349
M06043,chr8:19081000-19081349
M06044,chr8:19081000-19081349
M06048,chr8:19081000-19081349
M06051,chr8:19081000-19081349
M06084,chr8:19081000-19081349
M06946,chr8:19081000-19081349
M07046,chr8:19081000-19081349
M07088,chr8:19081000-19081349
M07089,chr8:19081000-19081349
M07124,chr8:19081000-19081349
M07207,chr8:19081000-19081349
M07242,chr8:19081000-19081349
M07260,chr8:19081000-19081349
M07276,chr8:19081000-19081349
M07284,chr8:19081000-19081349
M07292,chr8:19081000-19081349
M07305,chr8:19081000-19081349
M07344,chr8:19081000-19081349
M07345,chr8:19081000-19081349
M07351,chr8:19081000-19081349
M07357,chr8:19081000-19081349
M07411,chr8:19081000-19081349
M07433,chr8:19081000-19081349
M07604,chr8:19081000-19081349
M07968,chr8:19081000-19081349
M08008,chr8:19081000-19081349
M08445,chr8:19081000-19081349
M08471,chr8:19081000-19081349
M08637,chr8:19081000-19081349
M08741,chr8:19081000-19081349
M08792,chr8:19081000-19081349
M08794,chr8:19081000-19081349
M08835,chr8:19081000-19081349
M08865,chr8:19081000-19081349
M08866,chr8:19081000-19081349
M08880,chr8:19081000-19081349
M08881,chr8:19081000-19081349
M08902,chr8:19081000-19081349
M08948,chr8:19081000-19081349
M09275,chr8:19081000-19081349
M09598,chr8:19081000-19081349
M09608,chr8:19081000-19081349
M09613,chr8:19081000-19081349
M09653,chr8:19081000-19081349
M09679,chr8:19081000-19081349
M09885,chr8:19081000-19081349
M09907,chr8:19081000-19081349
M09920,chr8:19081000-19081349
M09949,chr8:19081000-19081349
M09975,chr8:19081000-19081349
M10052,chr8:19081000-19081349
M10053,chr8:19081000-19081349
M10091,chr8:19081000-19081349
M10198,chr8:19081000-19081349
M10222,chr8:19081000-19081349
M10262,chr8:19081000-19081349
M10281,chr8:19081000-19081349
M10348,chr8:19081000-19081349
M10360,chr8:19081000-19081349
M00011,chr8:19093686-19094336
M00078,chr8:19093686-19094336
M00079,chr8:19093686-19094336
M00080,chr8:19093686-19094336
M00081,chr8:19093686-19094336
M00082,chr8:19093686-19094336
M00086,chr8:19093686-19094336
M00087,chr8:19093686-19094336
M00088,chr8:19093686-19094336
M00141,chr8:19093686-19094336
M00261,chr8:19093686-19094336
M00271,chr8:19093686-19094336
M00448,chr8:19093686-19094336
M00616,chr8:19093686-19094336
M00679,chr8:19093686-19094336
M00731,chr8:19093686-19094336
M00751,chr8:19093686-19094336
M00769,chr8:19093686-19094336
M00771,chr8:19093686-19094336
M00805,chr8:19093686-19094336
M00971,chr8:19093686-19094336
M00975,chr8:19093686-19094336
M00977,chr8:19093686-19094336
M00978,chr8:19093686-19094336
M00984,chr8:19093686-19094336
M01014,chr8:19093686-19094336
M01022,chr8:19093686-19094336
M01037,chr8:19093686-19094336
M01079,chr8:19093686-19094336
M01080,chr8:19093686-19094336
M01169,chr8:19093686-19094336
M01208,chr8:19093686-19094336
M01231,chr8:19093686-19094336
M01262,chr8:19093686-19094336
M01348,chr8:19093686-19094336
M01596,chr8:19093686-19094336
M01657,chr8:19093686-19094336
M01658,chr8:19093686-19094336
M01704,chr8:19093686-19094336
M01752,chr8:19093686-19094336
M01809,chr8:19093686-19094336
M01871,chr8:19093686-19094336
M01892,chr8:19093686-19094336
M01985,chr8:19093686-19094336
M02002,chr8:19093686-19094336
M02019,chr8:19093686-19094336
M02038,chr8:19093686-19094336
M02062,chr8:19093686-19094336
M02073,chr8:19093686-19094336
M02084,chr8:19093686-19094336
M02267,chr8:19093686-19094336
M02371,chr8:19093686-19094336
M02774,chr8:19093686-19094336
M02789,chr8:19093686-19094336
M02835,chr8:19093686-19094336
M02893,chr8:19093686-19094336
M02939,chr8:19093686-19094336
M03155,chr8:19093686-19094336
M03560,chr8:19093686-19094336
M03794,chr8:19093686-19094336
M03829,chr8:19093686-19094336
M03857,chr8:19093686-19094336
M03888,chr8:19093686-19094336
M03905,chr8:19093686-19094336
M03930,chr8:19093686-19094336
M03955,chr8:19093686-19094336
M03964,chr8:19093686-19094336
M03975,chr8:19093686-19094336
M03976,chr8:19093686-19094336
M03988,chr8:19093686-19094336
M03989,chr8:19093686-19094336
M04003,chr8:19093686-19094336
M04056,chr8:19093686-19094336
M04099,chr8:19093686-19094336
M04100,chr8:19093686-19094336
M04106,chr8:19093686-19094336
M04107,chr8:19093686-19094336
M04108,chr8:19093686-19094336
M04431,chr8:19093686-19094336
M04432,chr8:19093686-19094336
M04630,chr8:19093686-19094336
M04633,chr8:19093686-19094336
M04729,chr8:19093686-19094336
M04924,chr8:19093686-19094336
M05489,chr8:19093686-19094336
M05603,chr8:19093686-19094336
M05713,chr8:19093686-19094336
M05946,chr8:19093686-19094336
M06019,chr8:19093686-19094336
M06021,chr8:19093686-19094336
M06042,chr8:19093686-19094336
M06043,chr8:19093686-19094336
M06044,chr8:19093686-19094336
M06048,chr8:19093686-19094336
M06049,chr8:19093686-19094336
M06051,chr8:19093686-19094336
M06084,chr8:19093686-19094336
M06946,chr8:19093686-19094336
M07046,chr8:19093686-19094336
M07088,chr8:19093686-19094336
M07089,chr8:19093686-19094336
M07124,chr8:19093686-19094336
M07128,chr8:19093686-19094336
M07207,chr8:19093686-19094336
M07242,chr8:19093686-19094336
M07260,chr8:19093686-19094336
M07276,chr8:19093686-19094336
M07284,chr8:19093686-19094336
M07292,chr8:19093686-19094336
M07305,chr8:19093686-19094336
M07344,chr8:19093686-19094336
M07351,chr8:19093686-19094336
M07382,chr8:19093686-19094336
M07411,chr8:19093686-19094336
M07433,chr8:19093686-19094336
M07604,chr8:19093686-19094336
M07605,chr8:19093686-19094336
M07968,chr8:19093686-19094336
M07969,chr8:19093686-19094336
M08008,chr8:19093686-19094336
M08281,chr8:19093686-19094336
M08282,chr8:19093686-19094336
M08283,chr8:19093686-19094336
M08284,chr8:19093686-19094336
M08289,chr8:19093686-19094336
M08445,chr8:19093686-19094336
M08469,chr8:19093686-19094336
M08470,chr8:19093686-19094336
M08471,chr8:19093686-19094336
M08472,chr8:19093686-19094336
M08481,chr8:19093686-19094336
M08487,chr8:19093686-19094336
M08510,chr8:19093686-19094336
M08574,chr8:19093686-19094336
M08637,chr8:19093686-19094336
M08656,chr8:19093686-19094336
M08741,chr8:19093686-19094336
M08766,chr8:19093686-19094336
M08785,chr8:19093686-19094336
M08792,chr8:19093686-19094336
M08793,chr8:19093686-19094336
M08794,chr8:19093686-19094336
M08865,chr8:19093686-19094336
M08866,chr8:19093686-19094336
M08880,chr8:19093686-19094336
M08881,chr8:19093686-19094336
M08899,chr8:19093686-19094336
M08902,chr8:19093686-19094336
M08913,chr8:19093686-19094336
M08948,chr8:19093686-19094336
M08975,chr8:19093686-19094336
M09275,chr8:19093686-19094336
M09598,chr8:19093686-19094336
M09608,chr8:19093686-19094336
M09613,chr8:19093686-19094336
M09653,chr8:19093686-19094336
M09679,chr8:19093686-19094336
M09685,chr8:19093686-19094336
M09885,chr8:19093686-19094336
M09907,chr8:19093686-19094336
M09920,chr8:19093686-19094336
M09949,chr8:19093686-19094336
M09975,chr8:19093686-19094336
M10052,chr8:19093686-19094336
M10053,chr8:19093686-19094336
M10091,chr8:19093686-19094336
M10198,chr8:19093686-19094336
M10222,chr8:19093686-19094336
M10234,chr8:19093686-19094336
M10262,chr8:19093686-19094336
M10281,chr8:19093686-19094336
M10348,chr8:19093686-19094336
M10360,chr8:19093686-19094336
M00081,chr8:19373645-19374054
M00086,chr8:19373645-19374054
M00087,chr8:19373645-19374054
M00088,chr8:19373645-19374054
M00141,chr8:19373645-19374054
M00261,chr8:19373645-19374054
M00271,chr8:19373645-19374054
M00448,chr8:19373645-19374054
M00616,chr8:19373645-19374054
M00639,chr8:19373645-19374054
M00679,chr8:19373645-19374054
M00731,chr8:19373645-19374054
M00751,chr8:19373645-19374054
M00769,chr8:19373645-19374054
M00771,chr8:19373645-19374054
M00805,chr8:19373645-19374054
M00971,chr8:19373645-19374054
M00977,chr8:19373645-19374054
M00978,chr8:19373645-19374054
M00984,chr8:19373645-19374054
M01014,chr8:19373645-19374054
M01022,chr8:19373645-19374054
M01079,chr8:19373645-19374054
M01080,chr8:19373645-19374054
M01169,chr8:19373645-19374054
M01208,chr8:19373645-19374054
M01231,chr8:19373645-19374054
M01262,chr8:19373645-19374054
M01596,chr8:19373645-19374054
M01657,chr8:19373645-19374054
M01658,chr8:19373645-19374054
M01704,chr8:19373645-19374054
M01809,chr8:19373645-19374054
M01856,chr8:19373645-19374054
M01871,chr8:19373645-19374054
M01892,chr8:19373645-19374054
M02002,chr8:19373645-19374054
M02019,chr8:19373645-19374054
M02038,chr8:19373645-19374054
M02084,chr8:19373645-19374054
M02267,chr8:19373645-19374054
M02774,chr8:19373645-19374054
M02878,chr8:19373645-19374054
M02893,chr8:19373645-19374054
M02939,chr8:19373645-19374054
M03155,chr8:19373645-19374054
M03794,chr8:19373645-19374054
M03829,chr8:19373645-19374054
M03857,chr8:19373645-19374054
M03888,chr8:19373645-19374054
M03905,chr8:19373645-19374054
M03964,chr8:19373645-19374054
M04003,chr8:19373645-19374054
M04099,chr8:19373645-19374054
M04100,chr8:19373645-19374054
M04108,chr8:19373645-19374054
M04431,chr8:19373645-19374054
M04630,chr8:19373645-19374054
M04633,chr8:19373645-19374054
M04729,chr8:19373645-19374054
M04924,chr8:19373645-19374054
M05489,chr8:19373645-19374054
M05713,chr8:19373645-19374054
M05714,chr8:19373645-19374054
M05946,chr8:19373645-19374054
M06019,chr8:19373645-19374054
M06021,chr8:19373645-19374054
M06042,chr8:19373645-19374054
M06043,chr8:19373645-19374054
M06044,chr8:19373645-19374054
M06048,chr8:19373645-19374054
M06051,chr8:19373645-19374054
M06084,chr8:19373645-19374054
M06946,chr8:19373645-19374054
M07046,chr8:19373645-19374054
M07088,chr8:19373645-19374054
M07089,chr8:19373645-19374054
M07124,chr8:19373645-19374054
M07128,chr8:19373645-19374054
M07207,chr8:19373645-19374054
M07242,chr8:19373645-19374054
M07260,chr8:19373645-19374054
M07276,chr8:19373645-19374054
M07284,chr8:19373645-19374054
M07292,chr8:19373645-19374054
M07305,chr8:19373645-19374054
M07344,chr8:19373645-19374054
M07345,chr8:19373645-19374054
M07351,chr8:19373645-19374054
M07357,chr8:19373645-19374054
M07382,chr8:19373645-19374054
M07411,chr8:19373645-19374054
M07433,chr8:19373645-19374054
M07605,chr8:19373645-19374054
M07968,chr8:19373645-19374054
M07969,chr8:19373645-19374054
M08282,chr8:19373645-19374054
M08283,chr8:19373645-19374054
M08284,chr8:19373645-19374054
M08289,chr8:19373645-19374054
M08445,chr8:19373645-19374054
M08470,chr8:19373645-19374054
M08471,chr8:19373645-19374054
M08472,chr8:19373645-19374054
M08481,chr8:19373645-19374054
M08487,chr8:19373645-19374054
M08510,chr8:19373645-19374054
M08637,chr8:19373645-19374054
M08656,chr8:19373645-19374054
M08793,chr8:19373645-19374054
M08835,chr8:19373645-19374054
M08865,chr8:19373645-19374054
M08866,chr8:19373645-19374054
M08880,chr8:19373645-19374054
M08881,chr8:19373645-19374054
M08899,chr8:19373645-19374054
M08902,chr8:19373645-19374054
M08948,chr8:19373645-19374054
M09598,chr8:19373645-19374054
M09613,chr8:19373645-19374054
M09653,chr8:19373645-19374054
M09679,chr8:19373645-19374054
M09685,chr8:19373645-19374054
M09885,chr8:19373645-19374054
M09907,chr8:19373645-19374054
M09920,chr8:19373645-19374054
M09949,chr8:19373645-19374054
M09975,chr8:19373645-19374054
M10052,chr8:19373645-19374054
M10053,chr8:19373645-19374054
M10091,chr8:19373645-19374054
M10198,chr8:19373645-19374054
M10222,chr8:19373645-19374054
M10234,chr8:19373645-19374054
M10262,chr8:19373645-19374054
M10281,chr8:19373645-19374054
M10348,chr8:19373645-19374054
M10360,chr8:19373645-19374054
M00011,chr8:25060284-25066205
M00078,chr8:25060284-25066205
M00079,chr8:25060284-25066205
M00080,chr8:25060284-25066205
M00081,chr8:25060284-25066205
M00082,chr8:25060284-25066205
M00086,chr8:25060284-25066205
M00087,chr8:25060284-25066205
M00088,chr8:25060284-25066205
M00141,chr8:25060284-25066205
M00261,chr8:25060284-25066205
M00271,chr8:25060284-25066205
M00448,chr8:25060284-25066205
M00616,chr8:25060284-25066205
M00639,chr8:25060284-25066205
M00679,chr8:25060284-25066205
M00731,chr8:25060284-25066205
M00751,chr8:25060284-25066205
M00769,chr8:25060284-25066205
M00771,chr8:25060284-25066205
M00805,chr8:25060284-25066205
M00971,chr8:25060284-25066205
M00975,chr8:25060284-25066205
M00977,chr8:25060284-25066205
M00978,chr8:25060284-25066205
M00984,chr8:25060284-25066205
M01014,chr8:25060284-25066205
M01022,chr8:25060284-25066205
M01037,chr8:25060284-25066205
M01079,chr8:25060284-25066205
M01080,chr8:25060284-25066205
M01169,chr8:25060284-25066205
M01208,chr8:25060284-25066205
M01231,chr8:25060284-25066205
M01262,chr8:25060284-25066205
M01348,chr8:25060284-25066205
M01596,chr8:25060284-25066205
M01657,chr8:25060284-25066205
M01658,chr8:25060284-25066205
M01704,chr8:25060284-25066205
M01752,chr8:25060284-25066205
M01809,chr8:25060284-25066205
M01856,chr8:25060284-25066205
M01871,chr8:25060284-25066205
